path,classification,commit,reason,files_covered
data/generated/historical_fantasy_scores_v2_recorded_2022_2026/historical_fantasy_scores_2022_2026.csv,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
data/generated/historical_fantasy_scores_v2_recorded_2022_2026/historical_fantasy_scores_2022_2026.parquet,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
data/generated/historical_fantasy_scores_v2_recorded_2022_2026/provenance_manifest.json,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
data/generated/historical_fantasy_scores_v2_recorded_2022_2026/source_coverage.csv,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
data/generated/historical_fantasy_scores_v2_recorded_2022_2026/source_coverage.json,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
data/generated/historical_fantasy_scores_v3_recorded_2023_2026/approximation_vs_recorded_largest_discrepancies.csv,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
data/generated/historical_fantasy_scores_v3_recorded_2023_2026/approximation_vs_recorded_summary.csv,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
data/generated/historical_fantasy_scores_v3_recorded_2023_2026/historical_fantasy_scores_2023_2026.csv,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
data/generated/historical_fantasy_scores_v3_recorded_2023_2026/historical_fantasy_scores_2023_2026.parquet,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
data/generated/historical_fantasy_scores_v3_recorded_2023_2026/provenance_manifest.json,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
data/generated/historical_fantasy_scores_v3_recorded_2023_2026/source_coverage.csv,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
data/generated/historical_fantasy_scores_v3_recorded_2023_2026/source_coverage.json,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
data/generated/historical_fantasy_scores_v3_recorded_2023_2026/source_summary.csv,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
data/generated/historical_fantasy_scores_v3_recorded_2023_2026/source_summary.json,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
data/generated/sprint_ev_calibration/archive/sprint_ev_2026_v1.json,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
data/generated/sprint_ev_calibration/sources/market_2026_round_13.json,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
data/generated/sprint_ev_calibration/sources/official_2026_round_12.json,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
data/generated/sprint_ev_calibration/sprint_ev_2026_v1.json,required production/runtime asset,1,Active v2 or diagnostic shadow artifact required by runtime,1
data/generated/sprint_ev_shadow/sprint_ev_shadow_2026_v1.json,required production/runtime asset,1,Active v2 or diagnostic shadow artifact required by runtime,1
data/research/sprint_round_11/README.md,test fixture,1,Frozen round-11 research/regression inputs and their provenance,1
data/research/sprint_round_11/canonical.csv,test fixture,1,Frozen round-11 research/regression inputs and their provenance,1
data/research/sprint_round_11/example_team.json,test fixture,1,Frozen round-11 research/regression inputs and their provenance,1
data/research/sprint_round_11/market.json,test fixture,1,Frozen round-11 research/regression inputs and their provenance,1
docs/HISTORICAL_FANTASY_SCORES_2023_2026.md,documentation/screenshot,3,"Portfolio presentation, release checks or repository hygiene",1
docs/HISTORICAL_FANTASY_SCORES_IMPLEMENTATION_NOTE.md,documentation/screenshot,3,"Portfolio presentation, release checks or repository hygiene",1
docs/README.md,documentation/screenshot,3,"Portfolio presentation, release checks or repository hygiene",1
docs/RELEASE_AUDIT_2026_09_05.md,documentation/screenshot,3,"Portfolio presentation, release checks or repository hygiene",1
docs/REPOSITORY_RELEASE.md,documentation/screenshot,3,"Portfolio presentation, release checks or repository hygiene",1
docs/SPRINT_EV_SHADOW.md,documentation/screenshot,3,"Portfolio presentation, release checks or repository hygiene",1
docs/SPRINT_MODEL_MAINTENANCE.md,documentation/screenshot,2,Staged maintenance orchestration and dedicated regression coverage,1
docs/images/README.md,documentation/screenshot,3,"Portfolio presentation, release checks or repository hygiene",1
docs/images/market-thresholds.png,documentation/screenshot,3,"Portfolio presentation, release checks or repository hygiene",1
docs/images/optimiser.png,documentation/screenshot,3,"Portfolio presentation, release checks or repository hygiene",1
f1fantasy/asset_identity.py,source code,1,"Application, fitting/research, regression tests and required dependencies",1
f1fantasy/exports.py,source code,1,"Application, fitting/research, regression tests and required dependencies",1
f1fantasy/historical_scores.py,source code,1,"Application, fitting/research, regression tests and required dependencies",1
f1fantasy/live_session_shadow.py,source code,1,"Application, fitting/research, regression tests and required dependencies",1
f1fantasy/live_sessions.py,source code,1,"Application, fitting/research, regression tests and required dependencies",1
f1fantasy/price_efficiency.py,source code,1,"Application, fitting/research, regression tests and required dependencies",1
f1fantasy/race_selection.py,source code,1,"Application, fitting/research, regression tests and required dependencies",1
f1fantasy/sprint_shadow.py,source code,1,"Application, fitting/research, regression tests and required dependencies",1
f1fantasy/ui_helpers.py,source code,1,"Application, fitting/research, regression tests and required dependencies",1
f1fantasy/weekend_state.py,source code,1,"Application, fitting/research, regression tests and required dependencies",1
reports/2026_personalised_sprint_adjustments/REPORT.md,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/2026_personalised_sprint_adjustments/asset_coefficients.csv,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/2026_personalised_sprint_adjustments/asset_coefficients.json,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/2026_personalised_sprint_adjustments/asset_predictions.csv,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/2026_personalised_sprint_adjustments/baseline_sensitivity.csv,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/2026_personalised_sprint_adjustments/group_coefficients.json,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/2026_personalised_sprint_adjustments/method_manifest.json,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/2026_personalised_sprint_adjustments/reliability_diagnostics.csv,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/2026_personalised_sprint_adjustments/shrinkage_comparison.csv,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/2026_personalised_sprint_adjustments/sprint_observations.csv,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/2026_sprint_bonus/REPORT.md,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/2026_sprint_bonus/asset_predictions.csv,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/2026_sprint_bonus/asset_summary.csv,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/2026_sprint_bonus/bootstrap_intervals.csv,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/2026_sprint_bonus/component_audit.csv,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/2026_sprint_bonus/correlations.csv,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/2026_sprint_bonus/influence_diagnostics.csv,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/2026_sprint_bonus/leave_one_asset_out.csv,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/2026_sprint_bonus/leave_one_sprint_out.csv,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/2026_sprint_bonus/model_coefficients.csv,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/2026_sprint_bonus/model_comparison.csv,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/2026_sprint_bonus/price_form_bins.csv,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/2026_sprint_bonus/shrinkage_comparison.csv,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/2026_sprint_final_candidate/REPORT.md,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/2026_sprint_final_candidate/comparison_to_previous_models.csv,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/2026_sprint_final_candidate/constructor_strength_details.csv,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/2026_sprint_final_candidate/driver_shrinkage_details.csv,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/2026_sprint_final_candidate/final_candidate.csv,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/2026_sprint_final_candidate/final_candidate.json,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/2026_sprint_final_candidate/sanity_checks.csv,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/2026_sprint_partial_pooling/REPORT.md,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/2026_sprint_partial_pooling/asset_effects.csv,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/2026_sprint_partial_pooling/asset_predictions.csv,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/2026_sprint_partial_pooling/case_studies.csv,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/2026_sprint_partial_pooling/event_effects.csv,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/2026_sprint_partial_pooling/historical_shape_check.csv,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/2026_sprint_partial_pooling/leave_one_sprint_out.csv,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/2026_sprint_partial_pooling/model_coefficients.csv,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/2026_sprint_partial_pooling/model_comparison.csv,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/2026_sprint_partial_pooling/observation_dataset.csv,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/2026_sprint_partial_pooling/research_model.json,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/2026_sprint_partial_pooling/shrunk_mean_comparison.csv,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/2026_sprint_partial_pooling/strength_definitions.csv,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/2026_sprint_partial_pooling/strength_monotonicity.csv,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/2026_sprint_partial_pooling/uncertainty.csv,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/2026_sprint_shadow_comparison/REPORT.md,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/2026_sprint_shadow_comparison/asset_comparison.csv,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/2026_sprint_shadow_comparison/constructor_rankings.csv,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/2026_sprint_shadow_comparison/cross_scored_teams.csv,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/2026_sprint_shadow_comparison/decay_sensitivity.csv,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/2026_sprint_shadow_comparison/driver_rankings.csv,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/2026_sprint_shadow_comparison/history_mode_comparison.csv,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/2026_sprint_shadow_comparison/optimiser_comparison.csv,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/2026_sprint_shadow_comparison/sanity_cases.csv,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/README.md,documentation/screenshot,3,"Portfolio presentation, release checks or repository hygiene",1
reports/sprint_linear_regression/REPORT.md,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/sprint_linear_regression/bootstrap_intervals.csv,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/sprint_linear_regression/individual_2026_raw_coefficients.csv,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/sprint_linear_regression/individual_2026_shrunk_coefficients.csv,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/sprint_linear_regression/leave_one_sprint_out.csv,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/sprint_linear_regression/model_comparison.csv,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/sprint_linear_regression/normalised_coefficients.csv,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/sprint_linear_regression/observation_dataset.csv,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/sprint_linear_regression/overall_coefficients.csv,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/sprint_linear_regression/prediction_examples.csv,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/sprint_linear_regression/residual_by_strength.csv,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/sprint_linear_regression/season_coefficients.csv,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/sprint_multiplier/REPORT.md,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/sprint_multiplier/asset_examples.csv,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/sprint_multiplier/bootstrap_intervals.csv,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/sprint_multiplier/event_summary.csv,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/sprint_multiplier/leave_one_season_out.csv,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/sprint_multiplier/leave_one_sprint_out.csv,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/sprint_multiplier/pooled_summary.csv,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/sprint_multiplier/season_summary.csv,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/sprint_multiplier/tier_summary.csv,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/sprint_recalibration_2026_round_12/PROMOTION_REVIEW.md,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/sprint_recalibration_2026_round_12/REPORT.md,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/sprint_recalibration_2026_round_12/UPDATE_REPORT.md,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/sprint_recalibration_2026_round_12/comparison_to_active.json,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/sprint_recalibration_2026_round_12/comparison_to_previous_models.csv,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/sprint_recalibration_2026_round_12/constructor_strength_details.csv,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/sprint_recalibration_2026_round_12/driver_shrinkage_details.csv,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/sprint_recalibration_2026_round_12/final_candidate.csv,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/sprint_recalibration_2026_round_12/final_candidate.json,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/sprint_recalibration_2026_round_12/included_events.csv,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/sprint_recalibration_2026_round_12/normalised_history.csv,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/sprint_recalibration_2026_round_12/old_weekends_current_market.json,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/sprint_recalibration_2026_round_12/parameter_comparison.csv,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/sprint_recalibration_2026_round_12/personal_history_comparison.csv,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/sprint_recalibration_2026_round_12/runtime_calibration_candidate.json,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/sprint_recalibration_2026_round_12/sanity_checks.csv,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
reports/sprint_recalibration_2026_round_12/sprint_observations.csv,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
requirements-dev.txt,source code,1,"Application, fitting/research, regression tests and required dependencies",1
scripts/analyse_2026_sprint_bonus.py,source code,1,"Application, fitting/research, regression tests and required dependencies",1
scripts/analyse_2026_sprint_partial_pooling.py,source code,1,"Application, fitting/research, regression tests and required dependencies",1
scripts/analyse_sprint_linear_regression.py,source code,1,"Application, fitting/research, regression tests and required dependencies",1
scripts/analyse_sprint_multiplier.py,source code,1,"Application, fitting/research, regression tests and required dependencies",1
scripts/api_probe/.gitignore,source code,3,"Portfolio presentation, release checks or repository hygiene",1
scripts/api_probe/HISTORICAL_SOURCE_MATRIX.csv,canonical/reproducibility data,1,Retained sanitised source-discovery evidence supporting historical-data provenance,1
scripts/api_probe/REPORT.md,canonical/reproducibility data,1,Retained sanitised source-discovery evidence supporting historical-data provenance,1
scripts/api_probe/download_licensed_datasets.py,source code,1,"Application, fitting/research, regression tests and required dependencies",1
scripts/api_probe/fixtures/playerstats_constructor_2026_sanitised.json,test fixture,1,Sanitised source/schema fixture,1
scripts/api_probe/fixtures/playerstats_driver_2026_sanitised.json,test fixture,1,Sanitised source/schema fixture,1
scripts/api_probe/inspect_candidate_datasets.py,source code,1,"Application, fitting/research, regression tests and required dependencies",1
scripts/api_probe/inspect_candidate_files.py,source code,1,"Application, fitting/research, regression tests and required dependencies",1
scripts/api_probe/inspect_frontend_assets.py,source code,1,"Application, fitting/research, regression tests and required dependencies",1
scripts/api_probe/playerstats_historical_variants.csv,canonical/reproducibility data,1,Retained sanitised source-discovery evidence supporting historical-data provenance,1
scripts/api_probe/playerstats_historical_variants.json,canonical/reproducibility data,1,Retained sanitised source-discovery evidence supporting historical-data provenance,1
scripts/api_probe/probe_historical_scores.py,source code,1,"Application, fitting/research, regression tests and required dependencies",1
scripts/api_probe/probe_playerstats_history.py,source code,1,"Application, fitting/research, regression tests and required dependencies",1
scripts/api_probe/probe_verified_sources.py,source code,1,"Application, fitting/research, regression tests and required dependencies",1
scripts/api_probe/public_archive_search_results.json,canonical/reproducibility data,1,Retained sanitised source-discovery evidence supporting historical-data provenance,1
scripts/api_probe/raw-data/github_jm1261_fantasy_f1_league/Data/2021/Lineup/Driver_Points.config,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
scripts/api_probe/raw-data/github_jm1261_fantasy_f1_league/Data/2021/Lineup/Individual_Driver_Points.config,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
scripts/api_probe/raw-data/github_jm1261_fantasy_f1_league/Data/2021/Lineup/Individual_Team_Points.config,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
scripts/api_probe/raw-data/github_jm1261_fantasy_f1_league/Data/2021/Lineup/Team_Points.config,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
scripts/api_probe/raw-data/github_jm1261_fantasy_f1_league/Data/2022/Lineup/Driver_Points.config,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
scripts/api_probe/raw-data/github_jm1261_fantasy_f1_league/Data/2022/Lineup/Individual_Driver_Points.config,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
scripts/api_probe/raw-data/github_jm1261_fantasy_f1_league/Data/2022/Lineup/Individual_Team_Points.config,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
scripts/api_probe/raw-data/github_jm1261_fantasy_f1_league/Data/2022/Lineup/Team_Points.config,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
scripts/api_probe/raw-data/github_jm1261_fantasy_f1_league/Data/2023/Lineup/Abu Dhabi_Results.json,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
scripts/api_probe/raw-data/github_jm1261_fantasy_f1_league/Data/2023/Lineup/Australia_Results.json,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
scripts/api_probe/raw-data/github_jm1261_fantasy_f1_league/Data/2023/Lineup/Austria_Results.json,canonical/reproducibility data,1,"Canonical/source data, calibration lineage or retained scientific evidence (including source licences)",1
